,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
5285,Homefront: The Revolution,PS4,2016.0,Shooter,Deep Silver,0.06,0.21,0.03,0.05,0.35,48.0,43.0,3.8,212.0,Deep Silver Dambuster Studios
5286,Assassin's Creed III,WiiU,2012.0,Action,Ubisoft,0.19,0.13,0.21618316831682832,0.03,0.35,85.0,26.0,7.1,216.0,Ubisoft Quebec
5287,One Piece: Burning Blood,PS4,2016.0,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05,0.35,66.0,45.0,7.8,49.0,Spike Chunsoft
5288,Star Wars: Flight of the Falcon,GBA,2003.0,Action,THQ,0.25,0.09,0.21618316831682832,0.01,0.35,39.0,13.0,5.8,11.0,Pocket Studios
5291,Toukiden: The Age of Demons,PSV,2013.0,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,71.0,44.0,8.0,136.0,Omega Force
5292,Metro: Last Light,X360,2013.0,Action,Deep Silver,0.17,0.15,0.21618316831682832,0.03,0.35,80.0,20.0,8.4,440.0,4A Games
5296,Resident Evil: Dead Aim,PS2,2003.0,Action,Capcom,0.17,0.13,0.21618316831682832,0.04,0.35,65.0,28.0,6.6,48.0,Cavia Inc.
5298,Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,0.27,0.07,0.21618316831682832,0.01,0.35,75.0,12.0,7.8,14.0,EA Canada
5299,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003.0,Action,THQ,0.25,0.09,0.21618316831682832,0.01,0.35,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Helixe
5300,FIFA Soccer 13,PSP,2012.0,Action,Electronic Arts,0.05,0.18,0.02,0.09,0.35,70.84898545519842,30.43616448195367,3.2,19.0,Electronic Arts
5302,EA Sports MMA,X360,2010.0,Fighting,Electronic Arts,0.23,0.09,0.21618316831682832,0.02,0.35,79.0,63.0,7.0,55.0,EA Tiburon
5304,Xbox Music Mixer,XB,2003.0,Misc,Microsoft Game Studios,0.26,0.08,0.21618316831682832,0.01,0.35,49.0,12.0,7.212795600366628,188.21136571952337,WildTangent
5305,Defiance,PS3,2013.0,Shooter,Trion Worlds,0.19,0.1,0.21618316831682832,0.06,0.35,59.0,21.0,6.9,145.0,Trion Worlds
5306,Terminator Salvation,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0.21618316831682832,0.04,0.35,48.0,50.0,5.0,53.0,GRIN
5308,College Hoops 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.17,0.13,0.21618316831682832,0.04,0.35,66.0,4.0,7.212795600366628,188.21136571952337,Visual Concepts
5309,Destiny: The Taken King,X360,2015.0,Shooter,Activision,0.24,0.08,0.21618316831682832,0.03,0.35,70.84898545519842,30.43616448195367,4.4,59.0,"Bungie Software, Bungie"
5311,Guitar Hero: Metallica,PS2,2009.0,Misc,Activision,0.17,0.13,0.21618316831682832,0.04,0.35,70.84898545519842,30.43616448195367,7.6,9.0,Neversoft Entertainment
5312,Guilty Gear X2,PS2,2002.0,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,87.0,31.0,8.7,34.0,Arc System Works
5314,Tom Clancy's Rainbow Six: Lockdown,PS2,2005.0,Shooter,Ubisoft,0.17,0.13,0.21618316831682832,0.04,0.35,70.0,15.0,6.9,9.0,"Red Storm Entertainment, Ubisoft Montreal"
5316,MotoGP 08,X360,2008.0,Racing,Capcom,0.11,0.2,0.21618316831682832,0.04,0.35,68.0,20.0,5.6,12.0,Milestone S.r.l
5317,LEGO Marvel's Avengers,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.19,0.12,0.21618316831682832,0.03,0.35,71.0,18.0,5.1,15.0,TT Games
5318,The Tale of Despereaux,PS2,2008.0,Platform,Brash Entertainment,0.17,0.13,0.21618316831682832,0.04,0.35,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Brash Entertainment
5319,Aggressive Inline,PS2,2002.0,Sports,Acclaim Entertainment,0.17,0.13,0.21618316831682832,0.04,0.35,85.0,31.0,8.7,14.0,"Z-Axis, Ltd."
5320,Mirror's Edge Catalyst,PS4,2016.0,Platform,Electronic Arts,0.11,0.16,0.02,0.05,0.35,69.0,50.0,4.7,578.0,EA DICE
5321,Sniper Elite 3,XOne,2014.0,Shooter,505 Games,0.2,0.11,0.21618316831682832,0.03,0.35,63.0,12.0,6.6,68.0,Rebellion
5323,NFL Street,GC,2004.0,Sports,Electronic Arts,0.27,0.07,0.21618316831682832,0.01,0.35,81.0,30.0,8.0,4.0,EA Tiburon
5324,Karaoke Revolution,PS2,2003.0,Misc,Konami Digital Entertainment,0.17,0.13,0.21618316831682832,0.04,0.35,83.0,29.0,9.1,17.0,Harmonix Music Systems
5325,Metal Arms: Glitch in the System,PS2,2003.0,Shooter,Vivendi Games,0.17,0.13,0.21618316831682832,0.04,0.35,81.0,28.0,8.9,17.0,Mass Media
5326,Tropico 4,X360,2003.0,Strategy,Kalypso Media,0.2,0.12,0.21618316831682832,0.03,0.35,77.0,18.0,7.5,37.0,Haemimont
5329,EverGrace,PS2,2000.0,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35,59.0,12.0,7.8,4.0,From Software
5330,Enemy Territory: Quake Wars,PS3,2008.0,Shooter,Activision,0.23,0.07,0.21618316831682832,0.04,0.35,60.0,30.0,6.4,14.0,"Z-Axis, Ltd."
5331,Lunar 2: Eternal Blue Complete,PS,1999.0,Role-Playing,Kadokawa Shoten,0.19,0.13,0.21618316831682832,0.02,0.35,86.0,12.0,8.9,37.0,Game Arts
5333,Rugrats: Royal Ransom,PS2,2002.0,Platform,THQ,0.17,0.13,0.21618316831682832,0.04,0.35,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Avalanche Software
5335,Over the Hedge,GC,2006.0,Platform,Activision,0.27,0.07,0.21618316831682832,0.01,0.35,61.0,21.0,9.3,6.0,Edge of Reality
5336,Tomb Raider (2013),PC,2006.0,Action,Square Enix,0.06,0.25,0.21618316831682832,0.04,0.35,86.0,18.0,8.5,3552.0,"Crystal Dynamics, Nixxes Software"
5337,Charlie and the Chocolate Factory,PS2,2005.0,Adventure,Global Star,0.17,0.13,0.21618316831682832,0.04,0.35,35.0,21.0,4.1,28.0,"High Voltage Software, Backbone Entertainment"
5338,TrackMania Turbo,PS4,2016.0,Action,Ubisoft,0.03,0.26,0.21618316831682832,0.05,0.35,81.0,52.0,7.9,110.0,Nadeo
5341,Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,0.2,0.11,0.21618316831682832,0.03,0.34,85.0,14.0,6.7,7.0,Electronic Arts
5342,Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.3,0.01,0.21618316831682832,0.03,0.34,69.0,48.0,6.3,108.0,EA Chicago
5344,The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.25,0.09,0.21618316831682832,0.01,0.34,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Human Soft
5346,Hannah Montana: The Movie,Wii,2009.0,Adventure,Disney Interactive Studios,0.13,0.18,0.21618316831682832,0.04,0.34,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,n-Space
5347,Dynasty Warriors 5 Empires,PS2,2006.0,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,62.0,23.0,9.1,24.0,Omega Force
5348,Call of Duty: Ghosts,WiiU,2013.0,Shooter,Activision,0.22,0.09,0.01,0.03,0.34,69.0,6.0,3.4,256.0,Treyarch
5349,Transformers: Dark of the Moon,PS3,2011.0,Action,Activision,0.11,0.18,0.21618316831682832,0.06,0.34,57.0,41.0,5.6,27.0,High Moon Studios
5351,WipEout 3,PS,1999.0,Racing,Psygnosis,0.19,0.13,0.21618316831682832,0.02,0.34,89.0,14.0,8.5,15.0,Psygnosis
5353,SpongeBob's Boating Bash,Wii,2010.0,Misc,THQ,0.24,0.07,0.21618316831682832,0.03,0.34,70.84898545519842,30.43616448195367,7.6,5.0,Impulse Games
5354,Classic NES Series: Ice Climber,GBA,2004.0,Platform,Nintendo,0.1,0.04,0.2,0.01,0.34,66.0,12.0,7.212795600366628,188.21136571952337,Nintendo
5355,Pirates of the Caribbean: At World's End,DS,2007.0,Action,Disney Interactive Studios,0.3,0.01,0.01,0.03,0.34,66.0,14.0,7.212795600366628,188.21136571952337,Amaze Entertainment
5356,WWE '12,Wii,2011.0,Fighting,THQ,0.23,0.08,0.21618316831682832,0.03,0.34,74.0,6.0,5.2,9.0,Yuke's
5357,WWE All Stars,X360,2011.0,Fighting,THQ,0.18,0.14,0.21618316831682832,0.03,0.34,75.0,64.0,7.2,45.0,THQ
5358,Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,0.14,0.15,0.21618316831682832,0.06,0.34,73.0,37.0,8.7,62.0,Io Interactive
5359,Tekken Tag Tournament 2,X360,2012.0,Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,83.0,35.0,7.5,90.0,Namco Bandai Games
5361,Driver 2 Advance,GBA,2002.0,Action,Atari,0.25,0.09,0.21618316831682832,0.01,0.34,73.0,9.0,6.6,14.0,Sennari Interactive
5362,Monster Rancher 4,PS2,2003.0,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,77.0,21.0,9.1,18.0,Tecmo
5363,Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.16,0.15,0.21618316831682832,0.04,0.34,61.0,10.0,5.8,4.0,Magic Pockets
5364,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004.0,Adventure,Disney Interactive Studios,0.17,0.13,0.21618316831682832,0.04,0.34,65.0,34.0,8.6,20.0,Capcom
5366,Battalion Wars 2,Wii,2007.0,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,75.0,38.0,7.6,45.0,Kuju Entertainment
5367,MotorStorm: Arctic Edge,PS2,2009.0,Racing,Sony Computer Entertainment,0.07,0.03,0.21618316831682832,0.25,0.34,72.0,10.0,8.3,6.0,Virtuos
5370,Super Bust-A-Move,PS2,2000.0,Puzzle,Acclaim Entertainment,0.17,0.13,0.21618316831682832,0.04,0.34,75.0,11.0,7.212795600366628,188.21136571952337,Taito Corporation
5371,Hitman: Contracts,XB,2004.0,Shooter,Eidos Interactive,0.26,0.07,0.21618316831682832,0.01,0.34,78.0,44.0,8.8,15.0,Io Interactive
5372,Supreme Commander 2,X360,2010.0,Strategy,Square Enix,0.23,0.09,0.21618316831682832,0.03,0.34,75.0,28.0,7.1,23.0,Gas Powered Games
5373,Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,Eidos Interactive,0.17,0.13,0.21618316831682832,0.04,0.34,65.0,15.0,8.1,7.0,Core Design Ltd.
5378,Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.11,0.17,0.21618316831682832,0.06,0.34,45.0,17.0,4.3,8.0,Asobo Studio
5379,Company of Heroes 2,PC,2013.0,Strategy,THQ,0.06,0.25,0.21618316831682832,0.04,0.34,80.0,82.0,2.1,6157.0,Relic
5380,Trauma Center: Second Opinion,Wii,2006.0,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,80.0,49.0,8.0,47.0,Atlus
5381,DanceDanceRevolution,Wii,2010.0,Simulation,Konami Digital Entertainment,0.28,0.04,0.21618316831682832,0.02,0.34,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Konami
5382,WWE Day of Reckoning 2,GC,2005.0,Fighting,THQ,0.26,0.07,0.21618316831682832,0.01,0.34,76.0,36.0,6.0,263.0,Yuke's
5383,NBA 2K12,Wii,2011.0,Sports,Take-Two Interactive,0.29,0.03,0.21618316831682832,0.02,0.34,70.84898545519842,30.43616448195367,6.8,6.0,Visual Concepts
5384,The Urbz: Sims in the City,XB,2004.0,Simulation,Electronic Arts,0.22,0.11,0.21618316831682832,0.01,0.34,70.0,28.0,6.5,10.0,Maxis
5388,Rayman Legends,XOne,2014.0,Platform,Ubisoft,0.13,0.18,0.21618316831682832,0.03,0.34,91.0,6.0,7.9,218.0,Ubisoft Montpellier
5390,Monopoly,PS3,2008.0,Misc,Electronic Arts,0.25,0.05,0.21618316831682832,0.04,0.34,54.0,4.0,6.7,13.0,Electronic Arts
5391,SimCity Creator,DS,2008.0,Simulation,Electronic Arts,0.29,0.02,0.21618316831682832,0.03,0.34,69.0,16.0,7.3,8.0,Electronic Arts
5393,Tenchu Z,X360,2006.0,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56.0,51.0,7.3,58.0,K2 LLC
5395,Conan,PS3,2007.0,Action,THQ,0.13,0.15,0.21618316831682832,0.05,0.34,69.0,35.0,7.2,40.0,Nihilistic
5398,Leisure Suit Larry: Magna Cum Laude,PS2,2004.0,Adventure,Vivendi Games,0.17,0.13,0.21618316831682832,0.04,0.34,60.0,44.0,6.3,18.0,High Voltage Software
5399,MVP 06 NCAA Baseball,XB,2006.0,Sports,Electronic Arts,0.25,0.07,0.21618316831682832,0.01,0.34,75.0,29.0,8.6,17.0,EA Canada
5400,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011.0,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59.0,16.0,7.2,26.0,Racjin
5405,F.E.A.R.,X360,2006.0,Shooter,Vivendi Games,0.28,0.03,0.21618316831682832,0.03,0.34,85.0,44.0,7.3,131.0,Day 1 Studios
5408,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.22,0.09,0.21618316831682832,0.03,0.34,77.0,49.0,7.9,78.0,Ubisoft
5410,Spy Hunter,XB,2002.0,Racing,Midway Games,0.25,0.07,0.21618316831682832,0.01,0.34,71.0,19.0,7.212795600366628,188.21136571952337,Point of View
5412,The Sims 3: Town Life Stuff,PC,2011.0,Simulation,Electronic Arts,0.11,0.17,0.21618316831682832,0.05,0.34,70.84898545519842,30.43616448195367,6.3,14.0,The Sims Studio
5413,Herbie: Fully Loaded,GBA,2005.0,Racing,Disney Interactive Studios,0.24,0.09,0.21618316831682832,0.01,0.34,47.0,9.0,6.8,4.0,Buena Vista Interactive
5414,Teenage Mutant Ninja Turtles,GC,2003.0,Action,Konami Digital Entertainment,0.26,0.07,0.21618316831682832,0.01,0.34,57.0,25.0,8.0,8.0,Konami
5415,Kameo: Elements of Power,X360,2005.0,Action,Microsoft Game Studios,0.28,0.03,0.21618316831682832,0.03,0.34,79.0,76.0,8.1,107.0,Rare Ltd.
5417,Dynasty Warriors 6 Empires,PS3,2009.0,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,62.0,22.0,7.0,26.0,Omega Force
5418,The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60.0,39.0,6.2,11.0,Cohort Studios
5421,My Baby Boy,DS,2008.0,Simulation,Nobilis,0.3,0.01,0.21618316831682832,0.03,0.34,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Dancing Dots
5422,Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.28,0.2819141381536318,0.03,0.02,0.34,82.0,41.0,8.7,32.0,1st Playable Productions
5423,Dynasty Warriors: Gundam 2,PS2,2008.0,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52.0,8.0,6.5,8.0,Omega Force
5424,Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.14,0.01,0.16,0.02,0.34,75.0,37.0,7.1,26.0,TOSE
5427,MXRider,PS2,2001.0,Racing,Atari,0.16,0.13,0.21618316831682832,0.04,0.34,69.0,16.0,6.8,6.0,Paradigm Entertainment
5429,Delta Force: Black Hawk Down,XB,2005.0,Shooter,NovaLogic,0.25,0.07,0.21618316831682832,0.01,0.34,61.0,37.0,6.6,19.0,Climax Group
5430,Pirates of the Caribbean: At World's End,X360,2007.0,Action,Disney Interactive Studios,0.29,0.02,0.21618316831682832,0.03,0.34,58.0,42.0,5.3,21.0,Eurocom Entertainment Software
5431,Angry Birds Star Wars,3DS,2013.0,Strategy,Activision,0.15,0.15,0.21618316831682832,0.03,0.34,70.84898545519842,30.43616448195367,3.0,8.0,Exient Entertainment
5432,World Championship Poker 2: Featuring Howard Lederer,PS2,2005.0,Misc,Oxygen Interactive,0.16,0.13,0.21618316831682832,0.04,0.34,67.0,20.0,7.212795600366628,188.21136571952337,Point of View
5433,The Eye of Judgment,PS3,2007.0,Misc,Sony Computer Entertainment,0.28,0.2819141381536318,0.02,0.03,0.33,75.0,43.0,8.2,51.0,SCEJ
5435,Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,Ubisoft,0.21,0.11,0.21618316831682832,0.01,0.33,66.0,14.0,6.0,27.0,Ubisoft Shanghai
5436,Iron Man 2,DS,2010.0,Action,Sega,0.14,0.16,0.21618316831682832,0.03,0.33,54.0,7.0,7.212795600366628,188.21136571952337,Sega Studios San Francisco
5438,NHL 09,PS3,2008.0,Sports,Electronic Arts,0.29,0.02,0.21618316831682832,0.03,0.33,88.0,25.0,7.7,41.0,EA Canada
5439,World of Final Fantasy,PS4,2016.0,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,77.0,74.0,8.3,222.0,Square Enix
5441,Banjo-Kazooie: Grunty's Revenge,GBA,2003.0,Platform,THQ,0.24,0.09,0.21618316831682832,0.01,0.33,72.0,21.0,8.1,18.0,Rare Ltd.
5443,Bejeweled 3,DS,2003.0,Puzzle,Unknown,0.29,0.02,0.21618316831682832,0.02,0.33,75.0,9.0,7.212795600366628,188.21136571952337,PopCap
5444,NHL 17,PS4,2016.0,Sports,Electronic Arts,0.19,0.08,0.21618316831682832,0.06,0.33,78.0,26.0,5.8,67.0,"EA Canada, EA Vancouver"
5445,Mega Man ZX Advent,DS,2007.0,Platform,Capcom,0.22,0.2819141381536318,0.09,0.02,0.33,78.0,27.0,8.6,32.0,Inti Creates
5449,Jeanne d'Arc,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.21,0.2819141381536318,0.1,0.02,0.33,87.0,45.0,8.2,74.0,Level 5
5452,Night at the Museum: Battle of the Smithsonian,DS,2009.0,Action,Majesco Entertainment,0.12,0.18,0.21618316831682832,0.04,0.33,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Fizz Factor
5453,Harry Potter and the Deathly Hallows - Part 2,X360,2011.0,Action,Electronic Arts,0.19,0.11,0.21618316831682832,0.03,0.33,44.0,31.0,5.4,24.0,EA Bright Light
5454,Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.3,0.01,0.21618316831682832,0.03,0.33,64.0,9.0,6.4,7.0,TOSE
5455,Ape Escape Academy,PSP,2004.0,Misc,Sony Computer Entertainment,0.13,0.15,0.21618316831682832,0.05,0.33,51.0,48.0,5.8,4.0,Shift
5456,WWE Wrestlemania XIX,GC,2003.0,Fighting,THQ,0.26,0.07,0.21618316831682832,0.01,0.33,76.0,26.0,8.7,47.0,Yuke's
5457,The Sims 2,GC,2005.0,Simulation,Electronic Arts,0.26,0.07,0.21618316831682832,0.01,0.33,73.0,22.0,8.3,8.0,Maxis
5458,Hulk,XB,2003.0,Action,Universal Interactive,0.25,0.07,0.21618316831682832,0.01,0.33,69.0,25.0,7.7,9.0,Radical Entertainment
5459,Untold Legends: The Warriors Code,PSP,2006.0,Role-Playing,Ubisoft,0.14,0.12,0.21618316831682832,0.08,0.33,65.0,46.0,8.3,28.0,Sony Online Entertainment
5460,Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,91.0,18.0,9.1,72.0,Namco
5461,Deus Ex: Invisible War,XB,2003.0,Shooter,Eidos Interactive,0.25,0.07,0.21618316831682832,0.01,0.33,84.0,50.0,7.6,37.0,Ion Storm
5462,Disney's Treasure Planet,PS2,2002.0,Action,Sony Computer Entertainment,0.16,0.13,0.21618316831682832,0.04,0.33,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Bizarre Creations
5463,NASCAR Thunder 2002,XB,2001.0,Racing,Electronic Arts,0.25,0.07,0.21618316831682832,0.01,0.33,82.0,17.0,7.212795600366628,188.21136571952337,EA Tiburon
5464,The King of Fighters XIII,X360,2011.0,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,79.0,31.0,8.2,51.0,SNK Playmore
5466,Tak 2: The Staff of Dreams,GC,2004.0,Platform,THQ,0.26,0.07,0.21618316831682832,0.01,0.33,75.0,22.0,8.6,8.0,Avalanche Software
5467,Fracture,X360,2008.0,Shooter,LucasArts,0.15,0.14,0.21618316831682832,0.04,0.33,63.0,60.0,6.2,45.0,Day 1 Studios
5468,Ninja Blade,X360,2009.0,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,68.0,65.0,6.8,55.0,From Software
5469,Bookworm,DS,2009.0,Puzzle,PopCap Games,0.3,0.01,0.21618316831682832,0.02,0.33,80.0,5.0,7.212795600366628,188.21136571952337,PopCap
5470,LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0.21618316831682832,0.06,0.33,62.0,9.0,6.7,46.0,TT Games
5471,Bee Movie Game,Wii,2007.0,Action,Activision,0.3,0.01,0.21618316831682832,0.03,0.33,62.0,16.0,7.6,7.0,Smart Bomb Interactive
5472,Kelly Slater's Pro Surfer,PS2,2002.0,Sports,Activision,0.16,0.13,0.21618316831682832,0.04,0.33,77.0,19.0,8.4,15.0,Treyarch
5473,Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6.0,82.0,City Interactive
5474,Shrek SuperSlam,GBA,2005.0,Action,Activision,0.24,0.09,0.21618316831682832,0.01,0.33,58.0,4.0,7.212795600366628,188.21136571952337,"Amaze Entertainment, Griptonite Games"
5475,Legends of Wrestling II,PS2,2002.0,Fighting,Acclaim Entertainment,0.16,0.13,0.21618316831682832,0.04,0.33,59.0,15.0,6.7,6.0,Acclaim
5477,LEGO Pirates of the Caribbean: The Video Game,PSP,2011.0,Action,Disney Interactive Studios,0.12,0.13,0.21618316831682832,0.08,0.33,67.0,5.0,7.212795600366628,188.21136571952337,Traveller's Tales
5480,Virtua Tennis 2009,X360,2009.0,Sports,Sega,0.12,0.18,0.21618316831682832,0.03,0.33,70.0,43.0,6.2,15.0,Sumo Digital
5481,Street Fighter Alpha 3 MAX,PSP,2006.0,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,80.0,35.0,8.0,27.0,Capcom
5482,MLB 09: The Show,PS2,2009.0,Sports,Sony Computer Entertainment,0.16,0.13,0.21618316831682832,0.04,0.33,79.0,7.0,7.5,12.0,SCEA San Diego Studios
5483,Cool Boarders 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.16,0.13,0.21618316831682832,0.04,0.33,78.0,16.0,7.212795600366628,188.21136571952337,Idol Minds
5485,Classic NES Series: Castlevania,GBA,2004.0,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33,74.0,10.0,8.6,12.0,Konami
5487,Fight Night Round 3,XB,2006.0,Fighting,Electronic Arts,0.26,0.06,0.21618316831682832,0.01,0.33,83.0,32.0,9.0,21.0,EA Chicago
5488,GT Advance Championship Racing,GBA,2001.0,Racing,THQ,0.24,0.09,0.21618316831682832,0.01,0.33,82.0,10.0,7.212795600366628,188.21136571952337,MTO
5489,Way of the Samurai 2,PS2,2003.0,Action,Capcom,0.05,0.04,0.23,0.01,0.33,59.0,32.0,9.0,24.0,Acquire
5490,Planet Puzzle League,DS,2007.0,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,86.0,25.0,8.2,15.0,Intelligent Systems
5493,Naruto: Rise of a Ninja,X360,2007.0,Action,Ubisoft,0.29,0.01,0.21618316831682832,0.03,0.33,78.0,35.0,8.6,84.0,Ubisoft Montreal
5494,Cabela's Dangerous Hunts 2011,PS3,2010.0,Sports,Activision,0.26,0.04,0.21618316831682832,0.03,0.33,60.0,4.0,5.4,9.0,Activision
5497,Disgaea 2: Cursed Memories,PS2,2006.0,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,0.33,84.0,54.0,6.4,42.0,Nippon Ichi Software
5498,Clock Tower 3,PS2,2002.0,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33,69.0,28.0,7.6,38.0,SunSoft
5500,Etrian Odyssey,DS,2007.0,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,0.33,75.0,30.0,8.5,37.0,"Lancarse, Atlus"
5501,Call Of Duty 2: Big Red One,GC,2005.0,Shooter,Activision,0.25,0.07,0.21618316831682832,0.01,0.33,76.0,28.0,7.9,14.0,Treyarch
5502,Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61.0,32.0,6.6,32.0,Arc System Works
5503,Night at the Museum: Battle of the Smithsonian,Wii,2009.0,Action,Majesco Entertainment,0.17,0.13,0.21618316831682832,0.03,0.33,54.0,8.0,7.212795600366628,188.21136571952337,"Pipeworks Software, Inc."
5504,Disgaea: Hour of Darkness,PS2,2003.0,Role-Playing,Tecmo Koei,0.16,0.13,0.21618316831682832,0.04,0.33,84.0,42.0,8.9,74.0,Nippon Ichi Software
5505,NeoGeo Battle Coliseum,PS2,2005.0,Fighting,Ignition Entertainment,0.16,0.13,0.21618316831682832,0.04,0.33,66.0,21.0,8.8,6.0,SNK Playmore
5506,Resonance of Fate,X360,2010.0,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.7,96.0,Tri-Ace
5507,Harry Potter and the Deathly Hallows - Part 2,Wii,2011.0,Action,Electronic Arts,0.17,0.13,0.21618316831682832,0.03,0.33,47.0,6.0,6.6,5.0,EA Bright Light
5509,SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006.0,Platform,THQ,0.25,0.07,0.21618316831682832,0.01,0.33,74.0,5.0,7.7,12.0,Blitz Games
5513,Spy Kids 3-D: Game Over,GBA,2003.0,Platform,Disney Interactive Studios,0.24,0.09,0.21618316831682832,0.01,0.33,62.0,4.0,7.7,6.0,Digital Eclipse
5515,Capcom Classics Collection Reloaded,PSP,2006.0,Misc,Capcom,0.26,0.2819141381536318,0.03,0.03,0.33,75.0,27.0,7.212795600366628,188.21136571952337,"Capcom, Klein Computer Entertainment"
5516,NCAA GameBreaker 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.18,0.12,0.21618316831682832,0.02,0.33,69.0,9.0,7.212795600366628,188.21136571952337,989 Sports
5517,Power Rangers: Ninja Storm,GBA,2003.0,Misc,THQ,0.24,0.09,0.21618316831682832,0.01,0.33,55.0,4.0,7.8,6.0,Natsume
5519,Medal of Honor: Warfighter,PC,2012.0,Action,Electronic Arts,0.14,0.15,0.21618316831682832,0.04,0.33,55.0,30.0,5.4,599.0,Danger Close
5521,MVP Baseball 2005,GC,2005.0,Sports,Electronic Arts,0.25,0.07,0.21618316831682832,0.01,0.33,88.0,20.0,8.7,16.0,EA Sports
5523,SSX Blur,Wii,2007.0,Sports,Electronic Arts,0.29,0.01,0.21618316831682832,0.03,0.33,74.0,52.0,8.1,60.0,EA Montreal
5525,Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,80.0,55.0,8.1,235.0,Spike Chunsoft
5527,Harry Potter and the Half-Blood Prince,PS3,2009.0,Action,Electronic Arts,0.15,0.12,0.21618316831682832,0.05,0.33,66.0,35.0,7.1,17.0,EA Bright Light
